epoch,train_loss,eval_loss,eval_top1,eval_top5
0,2.263704293813461,2.074320833333333,28.291666666666668,81.34166666666667
1,2.183695062612876,1.7921489583333334,36.638333337402344,87.475
2,2.127800259223351,1.7192098958333333,41.23666666768392,90.16166666666666
3,2.1002979923517278,1.5804177083333333,49.61166667073568,91.74500000813802
4,2.0307322997313277,1.504228125,51.93666667480469,94.19
5,2.043869816034268,1.3165513020833333,56.473333337402345,95.395000004069
6,2.0152801852959854,1.4151505208333333,56.113333337402345,94.32166667480469
7,1.9520068572117732,1.3178208333333334,58.516666666666666,93.77666666666667
8,1.9418755192023056,1.4126375,55.24500000406901,92.6
9,1.9685364041572961,1.208565625,64.50333333740234,96.880000004069
10,1.9503620593975752,1.2426963541666667,63.04333333333334,95.28166666666667
11,1.9296373003568406,1.15016640625,65.25333333333333,96.86333334147136
12,1.9215226090871371,1.13414140625,67.53666666666666,97.03333333333333
13,1.8746792313380118,1.1341291666666666,66.86000000406901,96.92333334147135
14,1.9290388425191243,1.02112890625,70.33,97.81333333333333
15,1.882780756094517,1.0159890625,72.00166666666667,97.77333333740235
16,1.8512321407978352,0.9133283854166667,71.51333334147135,97.89833333333333
17,1.8366843819618226,1.0246276041666667,73.08666666666667,97.87666667073567
18,1.8354496164199634,0.8415901041666667,74.58166667073567,98.4
19,1.8164969022457416,0.9724614583333333,74.89666667073568,98.34333333333333
20,1.837580238855802,0.88539296875,76.06166667480468,98.58000000813801
21,1.8108091556108914,0.80742265625,77.645,98.77500000406901
22,1.773382771626497,0.84268203125,76.25500000813803,98.355
23,1.727836813682165,0.9557864583333333,74.90333334147135,98.26166666666667
24,1.7828288170007558,0.7372684895833334,78.71000000813802,98.57833333740234
25,1.7834957614923135,0.8778765625,78.440000004069,98.73666667480468
26,1.7638543275686411,0.7550020833333333,78.815000004069,98.76333333740234
27,1.7307199264184023,0.746321875,78.99333333333334,98.75833333740235
28,1.727310329522842,0.6879286458333334,81.27666666666667,99.02666666666667
29,1.776971205075582,0.9250713541666666,79.26666667073567,98.63833333740234
30,1.810161760220161,0.7773401041666667,81.36666667480469,99.08666667073568
31,1.7025696302071596,0.8128325520833334,78.85166666666667,98.17666666666666
32,1.7056210646262535,0.6640356770833333,82.79333333333334,99.11833333333334
33,1.7253743761625044,0.6827311197916667,82.2,98.86
34,1.7134196214186839,0.6115712239583333,83.96833333740234,99.29000000406901
35,1.6545876551897098,0.6554555989583334,84.60166667073568,99.235
36,1.6668108930954566,0.6169575520833334,81.60666666666667,99.32
37,1.7110686681209466,0.6512947916666667,82.95333334147135,99.28666667480469
38,1.6910215876041315,0.6336591145833333,83.30333334147136,99.065000004069
39,1.6605341095190782,0.6398669270833334,84.440000004069,99.30666667073568
40,1.7071135212213566,0.602814453125,85.985,99.31166667480468
41,1.7041119758899395,0.59591640625,85.52666666666667,99.38000000813803
42,1.647296286546267,0.5623963541666667,85.93000000813802,99.42166667073568
43,1.6777037302652995,0.574519921875,87.41166667073567,99.52500000813802
44,1.6823624950188858,0.5918924479166666,86.40666667073567,99.43833333333333
45,1.6401959003546298,0.5713532552083334,86.76666666666667,99.49333333740235
46,1.6464726341076386,0.5073953125,87.43166666666667,99.46833334147135
47,1.6190710400923705,0.48350755208333335,88.13666667480469,99.53833333740235
48,1.6620716963058864,0.48465286458333334,87.630000004069,99.46333333333334
49,1.5763300797878168,0.5841947916666667,87.74166666666666,99.56166667480468
50,1.6480510836992508,0.5532795572916667,87.76500000406901,99.49500000406901
51,1.6391305095110185,0.661123828125,86.59,99.41500000406901
52,1.6152550620910449,0.6184122395833334,87.99333333333334,99.46833333333333
53,1.6006804912518233,0.5509828125,88.86333334147136,99.56833334147136
54,1.6521608309868054,0.5738015625,88.345000004069,99.605
55,1.5898062823674617,0.5030005208333334,88.85000000406902,99.56
56,1.5951768953066605,0.5251165364583333,89.535000004069,99.635
57,1.5568843205769858,0.42731184895833335,89.895,99.71666667480469
58,1.5571593000338628,0.53861953125,89.32000000406902,99.61833333740235
59,1.5800296888901637,0.39918268229166665,90.81500000813801,99.71833333740234
60,1.6055321311339354,0.4544346354166667,90.56333333740234,99.68
61,1.4982766383733506,0.43916575520833334,90.32000000406902,99.70166666666667
62,1.5635616143544515,0.47142552083333333,91.23333333740234,99.70666666666666
63,1.574578682275919,0.4776078125,90.98166667480469,99.67666666666666
64,1.566130866912695,0.4391380208333333,91.01166666666667,99.635
65,1.5210090403373424,0.4007955729166667,91.30833333333334,99.68666666666667
66,1.6029280142906384,0.49708463541666664,91.4416666748047,99.76
67,1.5496339827011794,0.5156243489583333,91.26333333740234,99.75166667073567
68,1.5778687150050432,0.47514140625,90.48166667073568,99.68166666666667
69,1.599097862151953,0.41810729166666666,91.87833333333333,99.78
70,1.557746305832496,0.4939126302083333,91.42166667480468,99.67833333333333
71,1.4929514470772864,0.45671770833333336,92.54500000406901,99.78666667073567
72,1.4742502507490989,0.37680234375,92.74000000406902,99.75166666666667
73,1.5158037153574138,0.40436796875,92.71166666666667,99.77166667073568
74,1.5753475727179111,0.4487979166666667,92.69333334147136,99.75
75,1.5322891753453476,0.49121276041666667,92.76500000813802,99.76833333333333
76,1.4064059373659965,0.44048307291666666,93.15000000813802,99.82000000406902
77,1.5274531592161227,0.43150143229166665,93.07166667480469,99.815
78,1.466331593806927,0.37380833333333335,93.42000000813802,99.80833333740235
79,1.4830771053448701,0.4254180989583333,93.8016666748047,99.78666666666666
80,1.4972047090530396,0.4671243489583333,93.76333333740234,99.81
81,1.5179992677309575,0.4601721354166667,93.90000000813802,99.81333333333333
82,1.5097153390065217,0.3432912109375,93.88666667073568,99.835
83,1.4377600274024867,0.3829233072916667,93.88500000406901,99.80333333333333
84,1.4663370662774795,0.39106119791666666,94.26166667073568,99.83833333333334
85,1.4620056315874441,0.3796428385416667,94.54666667073568,99.85333333333334
86,1.4944649873635707,0.43843020833333335,93.95666666666666,99.83333333333333
87,1.5169433601391622,0.35855690104166665,94.58333333333333,99.85333333333334
88,1.5014916646174896,0.39588046875,94.67333333740234,99.84666666666666
89,1.4126033952602974,0.37597799479166666,94.68166667073568,99.865
90,1.52108415105404,0.3780787760416667,94.6766666748047,99.875
91,1.5087264731908456,0.336319921875,94.75000000406901,99.87833333333333
92,1.4556436453110133,0.3925727864583333,94.72000000813802,99.87
93,1.4362115841645462,0.3107345703125,95.09833333740234,99.89666666666666
94,1.4779179010635768,0.373315625,94.99833333740234,99.88833333333334
95,1.4716976538682596,0.3475229166666667,95.37166667073568,99.87166666666667
96,1.3936443290649316,0.33779739583333335,95.40666667073567,99.88666666666667
97,1.4428541730611752,0.36309739583333334,95.26666667073567,99.875
98,1.5150041959224603,0.3742868489583333,95.44333333740235,99.9
99,1.44241290138318,0.33175559895833334,95.43333333740235,99.88166666666666
100,1.4317925370656528,0.35413763020833333,95.56333333740234,99.89833333333333
101,1.4365293855850514,0.3628752604166667,95.41500000406901,99.87833333333333
102,1.5035005450248717,0.3393984375,95.44500000406902,99.875
103,1.5060060874009744,0.35348307291666664,95.38166667073568,99.89
104,1.5178968697022168,0.3533287760416667,95.630000004069,99.9
105,1.4270507474740346,0.3315825520833333,95.77166667073568,99.9
