epoch,train_loss,eval_loss,eval_top1,eval_top5
106,1.4780662123973554,0.3566947916666667,95.67833333740235,99.90333333333334
107,1.4749006275947278,0.32003216145833335,95.83166667073567,99.90166666666667
108,1.4198856758765686,0.326907421875,95.79000000406901,99.89833333333333
109,1.4289819688369065,0.3046684895833333,95.90333333740234,99.9
110,1.4339015460931337,0.33343489583333336,95.89666667073568,99.9
111,1.4261494297247665,0.30142513020833334,96.00333333740234,99.91
112,1.43416630197794,0.32990546875,95.88333333740235,99.90333333333334
113,1.4356018454600603,0.333700390625,95.93000000406902,99.89666666666666
114,1.416194752546457,0.31301848958333334,95.95833333740234,99.905
115,1.459154927272063,0.32705716145833336,96.035000004069,99.90333333333334
116,1.4944344364679776,0.3466049479166667,95.96666667073568,99.89833333333333
117,1.352219496629177,0.31209518229166666,96.005000004069,99.90333333333334
118,1.4171610193374828,0.317421875,96.06333333740234,99.90666666666667
119,1.46942648933484,0.34454596354166667,96.01666667073567,99.9
120,1.4527051347952622,0.34258893229166665,96.02833333740234,99.895
121,1.4201861221056717,0.32812669270833333,95.96000000406902,99.89166666666667
122,1.4595363467167586,0.3385876302083333,96.04000000406901,99.90333333333334
123,1.4070476501415938,0.32228723958333333,96.04000000406901,99.905
124,1.552905146128092,0.35627265625,96.02666667073568,99.895
125,1.4192887669954544,0.3275971354166667,96.01333333740234,99.89833333333333
126,1.408541187720421,0.31308151041666665,96.00666667073568,99.905
127,1.430928319845444,0.31954127604166666,96.16500000406901,99.91
128,1.4435717373322219,0.31349817708333333,96.22833333740235,99.90833333333333
129,1.4174139794630882,0.31178515625,96.18500000406901,99.90666666666667
